"UBCF","PAM","IBCF","POP","content","real"
3.49960663955569,2.66666666666667,3.85918441520472,3.07685014869935,3.51510289501221,2
2.9938113971506,3.16666666666667,3.29361326308754,2.8961486319739,2.86933442221315,3
3.77534112597731,4.4,4.00869327701781,3.80011205745383,3.18559661690914,4
3.85714285714286,4.375,4.50026345266065,4.10765813277973,4.37170263788969,3
3.42053774703048,2.46478873239437,3.6639958999324,3.13941995612491,3.77767506355443,2
3.45364834978521,4.2,3.43562379676127,3.9029857355689,2.22716346153846,3
3.5,4.5,4,3.45476924454448,3.52173913043478,4
4.2807881773399,2.66666666666667,4.18121219881481,4.45703985094304,4.20634920634921,5
4.17303960775802,2.6890756302521,4.18825030911186,3.310924087842,2.14718614718615,2
3.31019504378666,4.5,4.3157879322462,3.53419578926371,3.23265441298228,4
2.74101731524047,3,1.97341408552807,1.79468293463455,2.36949152542373,2
3.31478953969295,2.66666666666667,3.71922654708318,3.45223867876947,3.39784946236559,5
3.3924834842538,4.8,3.53357251286432,3.39298304344553,2.96551724137931,4
4.22110428999768,3.8,3.73220749782966,3.77567277691378,4.03669724770642,3
3.48128342245989,4.33333333333333,3.00104629761025,3.67475115823004,3.768,3
3.57434629376952,3.5,3.75507041245761,3.48630745293659,3.9051460968164,5
3.26856751075643,4,3.45093008780791,3.27489185869631,2.98520710059172,3
4.0623790180633,3.71428571428571,4.593944283367,4.51964031668616,4.23005319148936,5
3.06519312115235,3.5,3.15210924643719,3.18122990391492,3,3
3.86386810430164,4,3.0232580546707,3.5502764560169,3.98760842627014,4
3.02692730028075,3.6,2.56077807288187,2.83966390124571,2.51577801958651,4
3.75,3.75,3.65849817997268,4.21153783975769,3.83167559296098,4
3.77418333078097,3,3.80508171769119,3.98744881290598,3.81695043511162,5
3.993642473132,3.0952380952381,4.10795787093531,3.47358034624014,3.47930657504295,4
4.31418873579989,3.2,4.02597319649216,4.27129929124158,5,4
3.28925619834711,2.3,2.16666666666667,2.19389473961898,2.3,2
3.4375,3.75,4.32013634975779,3.84397460154408,3.2,4
3.60787338968393,4,3.3002215289647,3.94105320542813,3.85683760683761,2
2.96653715829715,3.6,3.39806147349595,2.93715251199192,2.26241134751773,3
3.76922511995837,2.14285714285714,3.89279260671877,3.01983689044499,4.58666666666667,5
3.74643112319975,2,3.56801222626777,2.9361104806437,3.93155893536122,3
3.66442953020134,2,2.49097472924188,3.23340722394165,3.7629711751663,3
3.88361045130641,2,3.41019264276335,3.20772980866557,3.85219399538106,3
3.45801537058561,3.9,3.89219024830987,4.13850890358558,4.44444444444444,4
3.41949498325205,2.5,3.80329775834276,2.67392174309527,3.05098684210526,3
3.39166589385019,3.09090909090909,3.71803582319962,3.29204177846312,3.05517076665871,3
3.8974358974359,4,3.20833333333333,3.57933146341879,4.4,5
4.00470742394521,3.28571428571429,2.62809098760927,3.72389108472138,3.41737255505929,1
4.2441556339893,4.8,4.38779362330403,4.45657152944111,3.9768115942029,4
3.11912733312022,3.85714285714286,3.15032047156739,3.1848417311032,3.42857142857143,4
4.04583333333333,2,5,3.24608064086545,4,4
4.21063699027194,4.5,4.10810621930775,4.6368428225331,4.44444444444444,4
4.52617820022592,4,4.39605966397332,4.68195671878722,4.92019950124688,5
4.55431175575176,4.14285714285714,4.66778978841719,4.72217608312154,4.29577464788732,5
3.95297805642633,3.33333333333333,3.46356327687359,3.83202565495876,4.21651078302543,4
3.00314551669649,1,3.70117617645122,3.32656108981645,3.64991258741259,3
2.63313609467456,3.80645161290323,2,2.94249275727294,2.55072463768116,2
3.55325698997193,3.27272727272727,3.43919764880678,3.79086571183322,2.04263565891473,5
3.45604395604396,3,4,3.1423003909927,2.08508014796547,3
3.19051511573941,4.4,3.69117877099027,3.45523270417727,3.21951219512195,3
3.22724200990598,3.75,3.24912532655034,3.20550313296006,2.84210526315789,1
3.13688884343163,4,3.14940062087416,2.31091454753673,2.49585429607353,2
4.01141922444579,3.875,3.94839837171944,4.04470139359626,4.38095238095238,4
3.46545394142523,2.625,3.37842425478484,3.05657323740442,2.5,3
3.5096721607889,4,3.3337355553918,3.52729175885905,3.02380952380952,4
3.28111098068874,4,3.50711965997303,3.52116235812744,3.19810137918682,4
2.93741384536548,4.25,3.7172752063375,3.22665259274438,2.77814569536424,4
3.85414112115855,3.8,3.65815499423009,3.71167588395406,3.91413043478261,2
4.01118737283503,2.33333333333333,3.77111469808105,3.53216625097162,4.53060352196957,3
3.32620320855615,3.66666666666667,3.54826677627274,3.51531275712549,3.30250617719732,4
3.84153854592227,3.8,4.15550076294451,3.67730793487741,1.15151515151515,4
4.17837606770304,3,4.54601016728343,4.63517050680418,4.25954198473282,5
3.96753246753247,3,2.80701754385965,3.56259432672509,3.86374589266156,2
3.73245614035088,3.33333333333333,4.59863340707275,3.8590856256108,3.79718875502008,5
4.01190476190476,3.33333333333333,3.52968740670858,4.2739858098571,4.0461215932914,4
3.77894736842105,3.27272727272727,3.11376587937464,3.42562794882856,4.1123595505618,3
2.82861733273003,3.66666666666667,2.75483710981696,2.8068001283125,2.25253028040484,3
3.54756726232415,4.5,3.36591332299461,3.52589567778178,3.16666666666667,3
3.65591397849462,3,3.76096610110843,2.36335515611191,3.91230366492147,4
3.19622777391819,3,3.78746307449766,2.84297151225491,3.17790089258233,3
4.1059813387268,2.96153846153846,3.85636112129211,3.56145193414488,3.66722129783694,4
3.5,2,3.25,3.53802620529279,3.2,2
3.35133969009124,4.54545454545455,4.09358439999503,3.65033907631317,3.36442936757936,3
3.25055461464956,2.90909090909091,3.26661386603581,2.81930734296198,2.14872891423141,4
4.13616013947837,4.41666666666667,3.48516543865365,4.12722598923865,4,5
4.261483312641,3.66666666666667,4.29154705113941,4.38585604484305,4.08993288590604,5
2.61390835362506,4.4,3.11399490103112,2.83299099283501,2.58064516129032,3
3.55686719012576,4.125,4.19108060630538,3.83223092985034,1.7027027027027,4
3.34508689671181,2.875,2.91399683742962,2.99298281091979,2.94850402761795,2
3.54368932038835,4,5,3.80898415863085,3.66129032258065,3
3.28213090933738,3.4,3.12739511707746,3.5301569292016,3.96688741721854,2
3.92105263157895,4.1,5,4.36572411969269,2.42253521126761,4
3.76523597789258,5,3.85492115787144,4.13761545334372,3.03903345724907,5
3.33454403471727,4,3.75220206251738,3.62447214513177,2.68181818181818,4
3.86043104512011,3,4.07720223184549,4.01698998109229,4.09242548537052,2
3.53571428571429,4.5,3.81989072312747,3.94218888725836,4.00324675324675,3
4.23523366384004,3.25,4.72589175487049,4.18057569615739,4.13071895424837,5
3.67516835841219,4.07692307692308,3.5550162652716,3.65567834112964,3.42384105960265,4
3.15317562111221,4.8,3.41965351812752,2.9989948868243,2.02877941425427,1
3.19302291444318,3.54081632653061,2.98227564708472,3.1872882358844,3.17643835616438,2
3.81988080026794,3.83333333333333,4.49972414290472,4.23934863479618,2.56130347927418,5
3.73061284754968,4.625,3.64462680828909,3.8980014341351,3.15827338129496,3
3.34388041268866,3,3.38254993602806,3.30465341254428,3.32773109243697,3
4.22154166788228,3.42857142857143,4.35867552823632,3.7444399805578,4.92622950819672,4
3.8505539406336,5,4.30444656145719,4.20484123246288,4.02859854863897,3
3.68940633819176,3,3.26904399291334,3.29598645772755,3.25,2
3.52438173247755,3.7,4.26806788063865,3.39452703135556,2.28540937926128,4
3.95033537497347,4.33333333333333,4,4.30512009779814,4.2,5
3.75912251904202,3.5,3.57149717901294,3.09468042803239,3.64197530864198,4
3.26114649681529,3.44444444444444,3.68399353017665,3.12253466809566,3.74224154971338,3
3.51586094422038,4,4.10431843096232,3.5235728468784,3.28623629719854,5
3.45091827683497,3,3.48611292535573,3.05711404203553,3.65384615384615,5
3.03230654139456,4.4,4.3994252254925,3.58020650877665,3.09259259259259,5
3.84265414618459,4.33333333333333,3.5311450588406,4.15051527563687,4.90569877883311,4
3.57973514489884,3,4.46361705118452,3.97290625820327,3.70802919708029,3
3.67382956594741,4,3.56396967957589,3.77010763707321,4.32647567775428,4
3.45991972081181,2.3,3.13468867572962,2.71796459228395,3.33407417696902,1
3.27022117918479,4,3.7821229645435,3.10838897338478,3.90625,4
4.125,3,4.84453619022733,3.25850327868361,4.625,5
3.29915648405038,3.33333333333333,3.24563682937543,3.42540723453232,3.05244660719113,5
3.19808498361441,3.71428571428571,2.96730928733663,2.68673379834315,2.91096532333646,1
3.65747689306179,3.72727272727273,3.25170543708329,3.59538544215717,3.35902000678196,2
3.21105387234155,4,3.23866877616134,3.07133383498738,2.84518828451883,4
3.71622113026873,4.4,4.44020538147688,4.2522402056359,4,4
3.52131297173094,3,4.57157458712142,3.76312805269685,3.37484433374844,5
3.46666666666667,3.66666666666667,3.37007874015748,3.30357735474954,4,4
3.25239012826757,4,3.22679897045996,3.23618842874804,3.10958904109589,3
3.50073730776262,2.96551724137931,3.34559786025714,3.10651554234243,3.08273553323769,2
3.68421052631579,3.75,1.94311844490649,3.79303423951401,2.77777777777778,1
3.75429512493438,3.33333333333333,3.32722669231943,3.70874359698319,3.97543889264011,4
3.36764987946158,5,3.71026785692641,3.58693099801534,2.89655172413793,3
3.53968253968254,4.4,4.21128489612698,3.99353217615926,3.98670605612999,4
3.60645161290323,4.25,2.98820713391118,3.89647510851029,3.45255474452555,2
3.97220579541686,4,4.36751297489411,4.40925949151643,4.00102774922919,3
3.40809387655283,4,3.51966068424103,3.37491313321365,3.01928665785997,3
4.10875788645152,3.92307692307692,4.39827790944043,4.26718194230354,4.0938566552901,4
3.85159010600707,3,2.09540747774945,3.29782292687838,3.22211155378486,1
3.21329874235729,3.52,3.91725019511268,3.68277820489293,3.93817214235559,5
4.11301833100514,5,4.65690318999572,4.76548422773033,4.16115702479339,5
3.99310344827586,3.81818181818182,4.20191429699992,4.07794517937906,3.64516129032258,3
3.11111111111111,2.40909090909091,2.38595782335776,2.14851897846091,2.87776251001947,2
4.26762014506526,4.45454545454545,4,4.1593923098548,4.66666666666667,5
4.27906976744186,1.5,4.57354932930635,4.00510499624188,4.83203359328134,5
3.25019836063247,1,3.37720411523006,2.32537861616625,3.41205673758865,2
3.08670860396339,4,4.11005672061886,3.2207931265395,4.0299823633157,5
3.57742860069994,4.25,4.30543369703404,3.84442217146581,4,4
3.32052050482317,4,3.62012002659715,3.42457849793611,2.07620923842605,4
3.72380255839822,3.54081632653061,3.85385432932125,3.75401762124123,3.85579663510159,4
2.57142857142857,3.5,2.69542200369362,2.66936301056796,2.8,1
2.96653715829715,3.5,2.92179137854291,3.01683327974188,2.96528925619835,4
3.25,3,3.59229650434432,2.83883856516738,3.07513046417781,5
2.51247838797402,2.75,2.32711433869359,2.03675370795089,3.22675367047308,2
3.30954706811992,4.25,3.81133808457433,3.96300801002003,3.36440677966102,2
3.80941409850818,3.21212121212121,4.55828607714999,3.56490437852981,4.4,3
4.15371257076087,3.61538461538462,3.46676907151515,4.45452854609789,3.9718456725756,3
3.47826086956522,1,4,3.95763014824483,3.92592592592593,4
3.70731707317073,2,5,3.87082170786295,3.68557536466775,4
3.13860720138413,3.83333333333333,3.54294899722115,2.87252786238357,2.17320791436912,4
4.01786312493356,4,4.31769809615439,4.12733421209737,4.10204081632653,5
3.90740740740741,3,4.21153985870991,3.89598999681412,3.94930129516019,3
3.27853437934206,3.875,4.06765522529972,3.55400140123673,2.24180194666347,5
2.87903176577086,3.28571428571429,3.39216535623645,2.91757998004374,3.30631276901004,4
3.72012518773751,4.28571428571429,4.35511660390047,3.77336420439138,4.1,4
3.82,3,2.85714285714286,2.92650649597057,4.28571428571429,1
4.36363636363636,4.66666666666667,4.70920817131052,4.82032138719663,4.83534136546185,5
3.6013218988685,4.07692307692308,4.17448183526678,3.983317932048,3.87068965517241,4
3.36372329994291,2.71428571428571,3.89228933636347,3.486427985698,3.16788321167883,3
3.59302325581395,3.74074074074074,4.25964910541659,3.44840317630759,2.20161792159303,5
3.79166666666667,4,4.04444046919322,3.95471213734851,4,3
3.2012987012987,2,2.07234479220113,2.13743313612081,3.38665063138906,2
3.574455537529,4,5,3.95742202642019,4.05835010060362,4
3.74908522724806,1.5,4.25125391963081,3.9704735385983,3.67400881057269,5
3.7861379219722,4.33333333333333,4.21124390562938,3.95045676612065,4.24098671726755,5
3.4,1.5,3.06112286625832,2.69137460451149,1.75015954052329,2
3.39309258648532,4,3.56028435321335,3.71708803702089,3.4147465437788,5
3.32104253586777,4.5,3.29416027429605,3.08741401055632,1.2741443578448,1
4,3.66666666666667,4.21908412363038,4.18131093101334,2.34374156393413,5
3.47408933053259,4.25,3.75514944827597,3.81318433751303,3.46084205933682,4
3.06061488983709,3.5,3.81632089516185,3.0721529739198,4,4
4.40909090909091,4,4,4.62010881520924,4,5
3.43909697174773,3.25,3.41969815190662,3.51666912250705,3.59375,4
3.60796659573101,3.5,3.50445033121257,3.50483846305554,2.41145833333333,3
3.21009521348952,4,4.05754552218331,3.40388836731216,3.33298647242456,4
3.57871264107011,4.2,3.91276734491743,3.71430721037841,3.66247379454927,4
3.60930622145268,3.75,3.41035284087784,3.61657349293335,3.04932182490752,4
3.56142730257873,4.5,3.08725396274039,3.90997191917156,2.19828641370869,2
4.05550254077886,3.14285714285714,4.38474624763997,4.37428988528265,3.99287510477787,5
2.93079747781232,2.33333333333333,2.53350475080949,2.68099358580469,3.26303854875283,1
4.01429616446867,4,3.3725056193106,4.00741511326049,2.31511406844106,5
3.65856734811036,4.16666666666667,4.38223055748618,4.21103193230421,4.16949152542373,5
4.02836239026238,3.8,4.44048869718339,4.53391948533368,4.07705363204345,4
3.32877519450382,3,2.84903845996128,2.99299171587593,3.04661906761865,4
2.74945697506534,4,2.62438804628835,2.75283492442074,2.81347884629013,2
4.17749452418198,3.66666666666667,3.90548811634207,4.17918918726611,4.11240310077519,5
3.72545524791048,3.27027027027027,4.54838709677419,3.25639919048886,3.37889908256881,2
2.95879061286413,4,3.49485758220918,2.56776895211815,3.26209366004353,2
3.77142857142857,3,3,3.28881500483427,3.04123711340206,4
3.33557350745045,4.14285714285714,3.52310187523327,3.19618957508412,3.04606625258799,3
3.22994875803538,3.5,2.86752257110303,3.12522266703534,3.29978118161926,3
3.31443447709594,4.5,4.22177647549533,3.54715634102009,3.10548523206751,5
3.09389994209686,4,3.42576468074221,3.39231586881484,3.19230769230769,4
3.44230769230769,4,3.05813953488372,3.90376927544648,3.32773109243697,4
3.53572480678299,3.7,3.81184459522824,3.70465310214798,3.61111111111111,3
3.66666666666667,4,4.35944510233078,3.89878590715525,3.57734806629834,4
3.16240200540081,2.5,2.09708318407453,2.57620996281747,3,3
3.10344827586207,3.5,3.16544284002024,3.36552932381441,2.23265306122449,4
3.22857142857143,5,3.99555190984408,3.526944194743,3.97802197802198,4
3.95284323778084,3.90909090909091,4.31238636224101,4.24384370952041,4.13157894736842,4
3.00430791712296,3.66666666666667,3.47738224766601,3.02870897926592,2.19501854795972,2
3.9940119760479,3.33333333333333,3.50105539048208,4.00789424208136,4.01972902305681,1
3.76106194690265,2.5,3.58115661563667,2.92468523837614,3.69736842105263,3
3.72987266524921,2.83333333333333,3.80095473703007,3.65497401890653,3.68,3
4.01866211818767,4,4.5276362060423,4.42505743024553,2.25355450236967,5
2.50655570490865,1.5,2.60511909465227,2.98749781872591,3.04661906761865,2
3.69454411620494,3,3.58097772945913,3.55181487268061,3.21590909090909,3
3.92738432434909,4.2,3.41820946094895,4.05532696106741,4.31034482758621,3
3.57920682998802,2.66666666666667,3.10713804270358,2.85147290643331,3.35002339728591,1
3.56631981547724,4.5,3.89816751116285,3.67255214843994,4.87520073411333,5
3.62019230769231,4,4.31379070345432,4.04623611993616,3.90294627383016,5
3.35326562655267,4,4.08091300287818,3.0734252957089,3.35,2
3.92670157068063,3.66666666666667,4.1472875749164,4.29686434478835,3.83769633507853,5
4.35381040686597,3.8,4.00519936183557,4.33484715922123,3.98189415041783,3
3.64516129032258,2.4375,3.18322359110497,2.7310635462162,4.04761904761905,5
3.60751259302129,4.33333333333333,3.53859144303668,3.6691751959085,4,2
1.49532116414556,2.8125,1.87211928216923,1.20417792192274,1.58707398171239,5
3.4,2.4,2.15384615384615,2.42968434664462,2.27849829351536,2
3.25,3,3.36046213571047,2.98219451604422,4.78286852589641,5
3.25,3.25,3.61812796929342,3.54002349560707,3.475,3
4.16145897331696,4.5,4.37480952188103,4.38928150916849,3.92599277978339,5
3.20427756662707,4.25,3.91488350774993,3.57161864966571,3.76190476190476,5
4,3.64705882352941,3.75636202248163,3.91635085667955,4.01828153564899,3
3.41718310706139,5,3.7790264389164,3.29350390286246,1.43623299974339,4
4.91069845373637,3.33333333333333,5,5,5,5
3.67899219813649,4,3.37678889914878,3.92589605951587,3.57775847089487,4
4.01152331871789,4.85714285714286,4.25676880268562,4.70862836757478,4.87823834196891,5
3.70667788279146,4.23076923076923,4.01711394770559,3.97975348934376,3.00126426196757,4
3.86540694705006,3.875,3.91704309862818,4.14147128075481,3.66861313868613,4
3.02121226656881,4.28571428571429,2.98711208880497,3.28312723825253,1.05630630630631,3
3.74907504925116,2,4.63984368484386,2.91765932222422,4.66666666666667,5
3.88956866329015,4,3.86938455064494,3.95428674466619,3.63276836158192,5
3.74742268041237,1.5,1.7,2.14459147010846,3.20833333333333,1
3.70939066777786,3.76923076923077,3.32690080422409,4.14162203977461,3.67447306791569,4
3.1071736484209,3.62068965517241,3.38426138597858,3.07724608837663,3.36170212765957,3
3.98639455782313,5,4.15052471714583,4.09927337625801,4.62268659134168,5
3.45454545454545,4,4,3.5332236386103,2,4
3.72185449355714,3.6,3.64780307023723,3.75538757664959,3.0610024308369,3
3.68171054811037,5,3.80728930599621,3.71960789733686,3,4
3.27594210782637,3.8,3.28367109665502,3.26682790997,3.38785046728972,4
3.28481148326411,3.5,3.71028250254288,3.43755573091528,3.53744493392071,4
2.97321428571429,3.25,4,3.36048481916335,2.86966551326413,5
3.28260869565217,3.5,4,3.15866636127432,2.23563218390805,3
3.63237335897782,3.5,3.66934404283802,3.51243920989436,4.90139442231076,3
3.60132827812103,5,4.09139843940226,3.95316881549411,3.19830854476524,5
3.56261164889743,5,4.03109519734835,3.85272089433549,3.50877192982456,4
3.46172753030084,2.625,4.08872865822107,3.5086326083731,3.40310880829016,4
3.59785236711833,4,3.78885519747638,3.41282064165832,3.03550295857988,4
3.60498539047455,3.48484848484848,3.27579272756952,3.71906821697366,3.43333333333333,4
3.28409090909091,3.25,2.58928571428571,2.37485676245814,1.10482180293501,3
3.55555555555556,3,3.41145833333333,3.41488109725044,3.18333333333333,4
3.12437598199278,3.2,2.83218679467961,3.31413454914329,2.17657192075797,3
3.84122508318302,3.26666666666667,3.95584537621105,3.57245063404909,3.52277657266811,2
4.22207524083287,4.6,4.19911158006672,4.20112871248354,4.08528784648188,5
3.46887530206743,3.4,4.34674774632782,3.71605194530535,3.46388542963885,5
3.28012258700899,2.5,3.34755397805616,2.38698268769701,3.31620209059233,3
3.66971753188166,4,3.92261213167628,4.07525687433649,3.41320474777448,4
3.64815737249934,3,1.97253634894992,2.8860958381962,3.27049180327869,2
3.05874599198315,4.11111111111111,2.63332910692852,3.40361672710131,3.5,4
3.84499508893797,3.5,4.34915455935976,4.27595711793906,4,5
3.3955223880597,3,3.59068970204195,3.33060775665308,2.1421875,3
3.39910038002724,4,4.04850998638001,3.17614992176379,2.97788004750594,3
3.74285714285714,4,3.796875,3.9025261023246,3.55,4
2.63657256250016,2.16666666666667,1.92766726943942,1.75983019988755,1.92857142857143,1
3.65213790230103,4.375,3.58418948687518,3.90586515287717,1.20089507707608,4
3.76047004154164,3.9,3.49439618602349,4.10809045247983,3.56462585034014,5
4.08750134836553,4,4.30359390533001,4.27498262654073,3.39066078310898,4
2.69379735051166,2.6,3.01332348420298,2.34232138783949,3.00533807829181,4
3.5,3,2,3.08206464469608,2.185,2
3.24418266184323,3.33333333333333,3,3.16365200483551,3.10144927536232,2
4.35897435897436,1.5,4.57006687154215,3.38048099605048,4.97106242248863,3
3.11039129258408,3.25,3.506246683112,3.44273146619259,3.48975988700565,5
3.74603174603175,3,3,3.81476161641475,3.66666666666667,3
4.10189366005719,3.88888888888889,4.0442216014574,3.89250004680087,4.02316602316602,5
3.62408860915398,4.4,4.11611813402531,4.06403406589892,2.31713074735769,5
3.88361045130641,3,3,3.79870565207103,3.18558456299659,3
3.67946582992823,4.4,3.28266632912447,3.39017199224687,2.79862475442043,4
3.11688311688312,3.66666666666667,2.57538468761299,2.67345635428754,2.44846796657382,2
3.45833333333333,4,2,3.05339519252596,2.65867639395519,4
3.53968253968254,3.5,5,3.50892837647313,3.98670605612999,3
3.85,3.375,4.27253947257434,3.51247276744305,4.48713235294118,4
2.66666666666667,4,3.00335187808839,2.85577621523601,2.90909090909091,4
4.16770186335404,4,4.10674601066967,3.68508829675974,4.16666666666667,5
3.16924323371227,3.90909090909091,3.52744380398093,3.2776653906396,2.4118252987227,3
3.328125,3.43333333333333,3.0123896138131,3.16900359932016,4.21428571428571,4
3.66666666666667,2,2.59642145310966,2.89794726540767,3.29494574249682,3
3.31163127712103,2.75,3.34888659264906,3.23529010014581,3.70623145400593,3
3.25071951527109,3.85714285714286,3.96587323388058,3.5446212908331,3.57692307692308,4
2.56043987213152,3.43181818181818,2.96070271826909,2.61367223729561,2.20099255583127,3
3.95731747050525,3.85714285714286,4.22308780552219,3.67319745147321,3.83076923076923,3
3.64705882352941,3.29906542056075,2.04697967065521,3.44158809455739,3.36363636363636,1
3.63471804870213,2.90909090909091,3.86611119011586,3.04073070825566,3.6523178807947,3
3.52378865249015,4.2,3.53451679219383,3.62489185869631,3.39130434782609,4
3.2237458723971,2.85714285714286,3.31847373155906,2.66553183052763,4.14953271028037,2
3.63480445196476,4.625,3.9771246507242,4.07665264561059,2.08469055374593,5
3.71799825615722,3.42857142857143,3.41199024154146,3.63234357295718,3.67579908675799,4
3.81474090230078,4.5,3.01766234550244,4.16425455429971,3.90294627383016,3
3.85384481498423,4.2,4.32926254709586,4.12550431770688,3.18558456299659,5
3.05882352941176,4,2.54852276143779,3.21561332001488,1.24780701754386,3
2.94736842105263,4,4,3.33845100886718,2.90743550834598,5
3.20632692787095,2.75,3.67239003934863,2.80837030647261,3.020964360587,3
3.6059102308454,3.90909090909091,3.93196382899675,3.80201476675368,3.11354046797085,4
3.45684345950755,3.5,2.61154123408959,3.41302990346051,3.64036076662909,2
3.10666666666667,3.16666666666667,3.15474640834349,3.21899090480329,3.16216216216216,4
3.02692730028075,2.66666666666667,2.25628675545161,2.4543918743401,3.0583606557377,2
3.89278892638426,4.6,3.76045225060125,4.4187903229452,3.75471698113208,5
3.60347519259507,3.84,4.55109549526992,3.86491403437192,4.03153153153153,5
3.84722747805148,4,3.86173114297762,4.12254364254831,3.95400131963427,5
3.58483754512635,4,3.59835737431372,3.85986262281803,3.76165803108808,3
3.69156747525737,4,3.95912092127,4.03028846194157,3.44535928143713,5
3.71752093903264,4.28571428571429,3.9650533977392,4.30018058454464,2.32860743541273,3
3.09459085440565,3.25,3.19149041338604,2.86061552258788,2.71436494731004,3
4.1758197817725,4.11111111111111,4.38284978936186,4.59104212228018,4.01572112098428,5
3.95421026127628,4,3.99913112038756,4.07919235655574,3.16438356164384,4
3.12396694214876,2.21052631578947,2.26086956521739,1.99234521494144,3.14285714285714,1
3.66666666666667,3.4,3.13969638343552,3.75150839776987,4.50649646683383,3
3.67673822656727,3.5,3.58462437411503,3.45069538963978,3.95,2
3.92,2,4,3.03096397920337,4.8,2
3.82,3.4,3.99454242773187,3.7385579250074,4.03350083752094,3
4.0774145470437,3,4.26371249607534,4.30156211510167,3.99156829679595,4
3.10589963619388,3.6,3.14016468486294,3.07681765205794,2.90980881130507,4
3.9542566670623,3.28571428571429,4.22692915660172,4.05502507769168,3.98051948051948,5
4.00626663317065,3,3.39191952690604,3.96846964337825,3.51111111111111,4
